"species_nr","code","wetnaam","nednaam","aangevuld"
"22336","INOCC;A","Inocybe corydalina v. corydalina","Groenige perevezelkop","0"
"22340","INOCC;B","Inocybe curvipes v. curvipes","Inocybe curvipes v. curvipes","1"
"22331","INOCC;C","Inocybe cincinnata v. cincinnata","Violetbruine vezelkop","0"
"22337","INOCC;E","Inocybe corydalina v. erinaceomorpha","Schubbige perevezelkop","0"
"22341","INOCC;I","Inocybe curvipes v. ionipes","Inocybe curvipes v. ionipes","1"
"22332","INOCC;M","Inocybe cincinnata v. major","Inocybe cincinnata v. major","1"
"22328","INOCCAA","Inocybe calospora","Stekelspoorvezelkop","0"
"22327","INOCCAL","Inocybe calamistrata","Groenvoetvezelkop","0"
"22329","INOCCER","Inocybe cervicolor","Muffe vezelkop","0"
"22330","INOCCIN","Inocybe cincinnata","Violetbruine vezelkop","0"
"22333","INOCCOM","Inocybe commixta","Inocybe commixta","1"
"22334","INOCCOO","Inocybe cookei","Gladde knolvezelkop","0"
"22335","INOCCOR","Inocybe corydalina","Inocybe corydalina","1"
"22338","INOCCRY","Inocybe cryptocystis","Verborgen vezelkop","0"
"22339","INOCCUR","Inocybe curvipes","Zilversteelvezelkop","0"
"22342","INOCDE+","Inocybe decipiens s.l.","Inocybe decipiens s.l.","1"
"22343","INOCDEC","Inocybe decipiens s.s.","Bedrieglijke vezelkop","0"
"22344","INOCDU+","Inocybe dulcamara s.l.","Inocybe dulcamara s.l.","1"
"22345","INOCDUL","Inocybe dulcamara s.s.","Gewone viltkop","0"
"22346","INOCDUN","Inocybe dunensis","Geelbruine duinvezelkop","0"
"22347","INOCERU","Inocybe erubescens","Giftige vezelkop","0"
"22354","INOCF;A","Inocybe flocculosa v. flocculosa","Inocybe flocculosa v. flocculosa","1"
"22353","INOCF;C","Inocybe flocculosa v. crocifolia","Inocybe flocculosa v. crocifolia","1"
"22350","INOCF;F","Inocybe flavella v. flavella","Inocybe flavella v. flavella","1"
"22351","INOCF;R","Inocybe flavella v. roseipes","Inocybe flavella v. roseipes","1"
"22348","INOCFIB","Inocybe fibrosoides","Ivoorvezelkop","0"
"22349","INOCFLA","Inocybe flavella","Spitse spleetvezelkop","0"
"22352","INOCFLO","Inocybe flocculosa","Vlokkige vezelkop","0"
"22355","INOCFRA","Inocybe fraudans","Perevezelkop","0"
"22359","INOCFUA","Inocybe fuscomarginata","Bruinsnedeviltkop","0"
"22356","INOCFUL","Inocybe fuligineoatra","Zwarte knolvezelkop","0"
"22357","INOCFUR","Inocybe furfurea","Zwartbruine vezelkop","0"
"22358","INOCFUS","Inocybe fuscidula","Sombere vezelkop","0"
"22361","INOCG;G","Inocybe geophylla v. geophylla","Witte satijnvezelkop","0"
"22362","INOCG;L","Inocybe geophylla v. lilacina","Lila satijnvezelkop","0"
"22360","INOCGEO","Inocybe geophylla","Satijnvezelkop","0"
"22363","INOCGLA","Inocybe glabrescens","Gladde vezelkop","0"
"22364","INOCGLB","Inocybe glabripes","Kleinsporige vezelkop","0"
"22365","INOCGLC","Inocybe glabrodisca","Sombere knobbelspoorvezelkop","0"
"22366","INOCGOD","Inocybe godeyi","Blozende knolvezelkop","0"
"22367","INOCGRA","Inocybe grammata","Stinkvezelkop","0"
"22369","INOCGRB","Inocybe griseovelata","Grijsbruine vezelkop","0"
"22368","INOCGRI","Inocybe griseolilacina","Lilagrijze vezelkop","0"
"22373","INOCH;B","Inocybe hirtella v. bispora","Inocybe hirtella v. bispora","1"
"22374","INOCH;H","Inocybe hirtella v. hirtella","Inocybe hirtella v. hirtella","1"
"22370","INOCHAE","Inocybe haemacta","Blozende stinkvezelkop","0"
"22371","INOCHEI","Inocybe heimii","Duinviltkop","0"
"22375","INOCHIA","Inocybe hirtelloides","Inocybe hirtelloides","1"
"22372","INOCHIR","Inocybe hirtella","Amandelvezelkop","0"
"22376","INOCHUI","Inocybe huijsmanii","Bleeklila vezelkop","0"
"22377","INOCHYS","Inocybe hystrix","Schubbige vezelkop","0"
"22378","INOCIMP","Inocybe impexa","Grauwe zandvezelkop","0"
"22379","INOCINO","Inocybe inodora","Geurloze vezelkop","0"
"22380","INOCINV","Inocybe involuta","Bruine dennevezelkop","0"
"22381","INOCJAC","Inocybe jacobi","Vals poedersteeltje","0"
"22386","INOCL;A","Inocybe lacera v. rhacodes","Inocybe lacera v. rhacodes","1"
"22383","INOCL;H","Inocybe lacera v. helobia","Inocybe lacera v. helobia","1"
"22384","INOCL;L","Inocybe lacera v. lacera","Inocybe lacera v. lacera","1"
"22385","INOCL;R","Inocybe lacera v. regularis","Inocybe lacera v. regularis","1"
"22388","INOCLA+","Inocybe lanuginosa s.l.","Inocybe lanuginosa s.l.","1"
"22382","INOCLAC","Inocybe lacera","Zandpadvezelkop","0"
"22387","INOCLAN","Inocybe langei","Grijsplaatvezelkop","0"
"22389","INOCLEI","Inocybe leiocephala","Gladhoedvezelkop","0"
"22390","INOCLEP","Inocybe leptophylla","Purperbruine wolvezelkop","0"
"22391","INOCLEU","Inocybe leucoblema","Bleekhoedviltkop","0"
"22392","INOCLON","Inocybe longicystis","Valse wolvezelkop","0"
"22393","INOCMAC","Inocybe maculata","Gevlekte vezelkop","0"
"22394","INOCMAR","Inocybe margaritispora","Schubbige knobbelspoorvezelkop","0"
"22395","INOCMEL","Inocybe melanopus","Vleksteelvezelkop","0"
"22396","INOCMI+","Inocybe mixtilis s.l.","Inocybe mixtilis s.l.","1"
"22397","INOCMIX","Inocybe mixtilis s.s.","Gele knolvezelkop","0"
"22398","INOCMUR","Inocybe muricellata","Geelschubbige vezelkop","0"
"22399","INOCMYC","Inocybe mycenoides","Tengere vezelkop","0"
"22400","INOCNAP","Inocybe napipes","Bruine knolvezelkop","0"
"22401","INOCNIT","Inocybe nitidiuscula","Glanzende vezelkop","0"
"22402","INOCOBL","Inocybe oblectabilis","Forse vezelkop","0"
"22403","INOCOBS","Inocybe obscureobadia","Bruine pelargoniumvezelkop","0"
"22404","INOCOCH","Inocybe ochroalba","Bleekgele vezelkop","0"
"22405","INOCOLI","Inocybe olivaceobrunnea","Inocybe olivaceobrunnea","1"
"22406","INOCOVA","Inocybe ovatocystis","Gewone wolvezelkop","0"
"22412","INOCP;G","Inocybe phaeodisca v. geophylloides","Inocybe phaeodisca v. geophylloides","1"
"22419","INOCP;M","Inocybe pseudoasterospora v. microsperma","Inocybe pseudoasterospora v. microsperma","1"
"22413","INOCP;P","Inocybe phaeodisca v. phaeodisca","Inocybe phaeodisca v. phaeodisca","1"
"22407","INOCPAL","Inocybe paludinella","Valse satijnvezelkop","0"
"22408","INOCPEL","Inocybe pelargonium","Gele pelargoniumvezelkop","0"
"22409","INOCPER","Inocybe perbrevis","Smalplaatviltkop","0"
"22410","INOCPET","Inocybe petiginosa","Poedersteeltje","0"
"22411","INOCPHA","Inocybe phaeodisca","Tweekleurige vezelkop","0"
"22414","INOCPOS","Inocybe posterula","Inocybe posterula","1"
"22415","INOCPRA","Inocybe praetervisa","Gewone knolvezelkop","0"
"22416","INOCPRO","Inocybe proximella","Inocybe proximella","1"
"22417","INOCPRU","Inocybe pruinosa","Bleke zandvezelkop","0"
"22420","INOCPSA","Inocybe pseudodestricta","Glanzende spleetvezelkop","0"
"22421","INOCPSB","Inocybe pseudohiulca","Gevlekte knolvezelkop","0"
"22418","INOCPSE","Inocybe pseudoasterospora","Valse sterspoorvezelkop","0"
"22422","INOCPUS","Inocybe pusio","Paarssteelspleetvezelkop","0"
"22423","INOCPUT","Inocybe putilla","Inocybe putilla","1"
"22425","INOCQU+","Inocybe quietiodor s.l.","Inocybe quietiodor s.l.","1"
"22424","INOCQUE","Inocybe queletii","Voorjaarsvezelkop","0"
"22426","INOCQUI","Inocybe quietiodor s.s.","Wantsenvezelkop","0"
"22431","INOCR;E","Inocybe rufuloides v. exilis","Inocybe rufuloides v. exilis","1"
"22427","INOCREI","Inocybe reisneri","Paarssteelknolvezelkop","0"
"22428","INOCREN","Inocybe rennyi","Inocybe rennyi","1"
"22429","INOCRIM","Inocybe rimosa","Geelbruine spleetvezelkop","0"
"22430","INOCRUF","Inocybe rufuloides","Slanke roodpootvezelkop","0"
"22439","INOCS;P","Inocybe splendens v. phaeoleuca","Sombere aarddrager","0"
"22440","INOCS;S","Inocybe splendens v. splendens","Inocybe splendens v. splendens","1"
"22432","INOCSAL","Inocybe salicis","Wilgevezelkop","0"
"22433","INOCSAM","Inocybe sambucina","Witte heidevezelkop","0"
"22434","INOCSER","Inocybe serotina","Grote duinvezelkop","0"
"22435","INOCSIM","Inocybe similis","Grootsporige vezelkop","0"
"22436","INOCSIN","Inocybe sindonia","Blonde vezelkop","0"
"22437","INOCSOL","Inocybe soluta","Bleeksporige vezelkop","0"
"22438","INOCSPL","Inocybe splendens","Aarddrager","0"
"22442","INOCSQA","Inocybe squarrosa","Dwergvezelkop","0"
"22441","INOCSQU","Inocybe squamata","Populiervezelkop","0"
"22443","INOCSTR","Inocybe striata","Spitse vezelkop","0"
"22445","INOCSUA","Inocybe subnudipes","Inocybe subnudipes","1"
"22444","INOCSUB","Inocybe subcarpta","Bruine zandvezelkop","0"
"22446","INOCSUC","Inocybe subporospora","Roodbruine zandvezelkop","0"
"22447","INOCTEN","Inocybe tenebrosa","Zwartvoetvezelkop","0"
"22448","INOCTER","Inocybe terrigena","Schubbige viltkop","0"
"22449","INOCTJA","Inocybe tjallingiorum","Kastanjebruine vezelkop","0"
"22450","INOCUND","Inocybe undulatospora","Geelbruine knobbelspoorvezelkop","0"
"22451","INOCVAC","Inocybe vaccina","Oranjebruine vezelkop","0"
"22452","INOCVUL","Inocybe vulpinella","Kleine duinvezelkop","0"
"22454","INOCW,A","Inocybe whitei","Inocybe whitei","1"
"22455","INOCW,W","Inocybe whitei","Inocybe whitei","1"
"22453","INOCWHI","Inocybe whitei","Blozende dennevezelkop","0"
"22456","INOCXAN","Inocybe xanthomelas","Vale knolvezelkop","0"
"22457","INON-SP","Inonotus species","Weerschijnzwam","0"
"22458","INONCUT","Inonotus cuticularis","Dunne weerschijnzwam","0"
"22459","INONDRY","Inonotus dryadeus","Eikeweerschijnzwam","0"
"22460","INONHAS","Inonotus hastifer","Korstweerschijnzwam","0"
"22461","INONHIS","Inonotus hispidus","Ruige weerschijnzwam","0"
"22462","INONNOD","Inonotus nodulosus","Beukeweerschijnzwam","0"
"22465","INONOBI","Inonotus obliquus","Inonotus obliquus","1"
"22463","INONOBL","Inonotus obliquus","Berkeweerschijnzwam","0"
"22464","INONOBP","Inonotus obliquus","Inonotus obliquus","1"
"22466","INONRAD","Inonotus radiatus","Elzeweerschijnzwam","0"
"22467","INONRHE","Inonotus rheades","Vosrode weerschijnzwam","0"
"22468","IODO-SP","Iodophanus species","Mestschijfje","0"
"22469","IODOCAR","Iodophanus carneus","Roze mestschijfje","0"
"22470","IODOTES","Iodophanus testaceus","Bleek mestschijfje","0"
"22471","IRPE-SP","Irpex species","Irpex","0"
"22472","IRPELAC","Irpex lacteus","Melkwitte irpex","0"
"22473","ISCH-SP","Ischnoderma species","Ischnoderma species","1"
"22474","ISCHBEN","Ischnoderma benzoinum","Teervlekkenzwam","0"
"22475","JAAP-SP","Jaapia species","Broekboskorstje","0"
"22476","JAAPARG","Jaapia argillacea","Krimpsporig broekboskorstje","0"
"22477","JAAPOCH","Jaapia ochroleuca","Langharig broekboskorstje","0"
"22478","JUNH-SP","Junghuhnia species","Poria p.p.","0"
"22479","JUNHNIT","Junghuhnia nitida","Zalmkleurige poria","0"
"22480","JUNHSEP","Junghuhnia separabilima","Raspachtige poria","0"
"22481","KAVI-SP","Kavinia species","Kavinia species","1"
"22482","KAVIALB","Kavinia alboviridis","Koraalspoorstekelzwam","0"
"22483","KOTL-SP","Kotlabaea species","Kotlabaea species","1"
"22484","KOTLDEF","Kotlabaea deformis","Geel zandbekertje","0"
"22544","LACA-SP","Lactarius species","Melkzwam","0"
"22548","LACAA;A","Lactarius aspideus v. aspideus","Lactarius aspideus v. aspideus","1"
"22549","LACAA;F","Lactarius aspideus v. flavidus","Lactarius aspideus v. flavidus","1"
"22545","LACAACE","Lactarius acerrimus","Gekroesde melkzwam","0"
"22546","LACAACR","Lactarius acris","Kleverige fluweelmelkzwam","0"
"22547","LACAASP","Lactarius aspideus","Violetvlekkende moerasmelkzwam","0"
"22550","LACAAUR","Lactarius aurantiofulvus","Lactarius aurantiofulvus","1"
"22551","LACAAZO","Lactarius azonites","Bleke fluweelmelkzwam","0"
"22552","LACABLE","Lactarius blennius","Grijsgroene melkzwam","0"
"22553","LACACAM","Lactarius camphoratus","Kruidige melkzwam","0"
"22554","LACACHR","Lactarius chrysorrheus","Zwavelmelkzwam","0"
"22555","LACACIR","Lactarius circellatus","Haagbeukmelkzwam","0"
"22556","LACACON","Lactarius controversus","Populiermelkzwam","0"
"22558","LACADE+","Lactarius deliciosus s.l.","Lactarius deliciosus s.l.","1"
"22557","LACADEC","Lactarius decipiens","Pelargoniummelkzwam","0"
"22559","LACADEL","Lactarius deliciosus s.s.","Smakelijke melkzwam","0"
"22560","LACADET","Lactarius deterrimus","Peenrode melkzwam","0"
"22561","LACAEVO","Lactarius evosmus","Vaaggegordelde melkzwam","0"
"22562","LACAFLU","Lactarius fluens","Beukemelkzwam","0"
"22563","LACAFUL","Lactarius fuliginosus","Donkere fluweelmelkzwam","0"
"22564","LACAGLA","Lactarius glaucescens","Groenvlekkende melkzwam","0"
"22565","LACAGLY","Lactarius glyciosmus","Kokosmelkzwam","0"
"22566","LACAHEL","Lactarius helvus","Viltige maggizwam","0"
"22567","LACAHEM","Lactarius hemicyaneus","Leemputmelkzwam","0"
"22568","LACAHEP","Lactarius hepaticus","Levermelkzwam","0"
"22569","LACAHOR","Lactarius hortensis","Vuurmelkzwam","0"
"22570","LACAHYS","Lactarius hysginus","Roodbruine melkzwam","0"
"22571","LACAICH","Lactarius ichoratus","Rode kleibosmelkzwam","0"
"22572","LACAINS","Lactarius insulsus","Fijngegordelde melkzwam","0"
"22573","LACALAC","Lactarius lacunarum","Greppelmelkzwam","0"
"22574","LACALIL","Lactarius lilacinus","Lila melkzwam","0"
"22576","LACAM;Z","Lactarius mairei v. zonatus","Lactarius mairei v. zonatus","1"
"22575","LACAMAI","Lactarius mairei","Lactarius mairei","1"
"22577","LACAMAM","Lactarius mammosus","Donkere kokosmelkzwam","0"
"22578","LACAMIT","Lactarius mitissimus","Oranje melkzwam","0"
"22579","LACANEC","Lactarius necator","Zwartgroene melkzwam","0"
"22580","LACAOBS","Lactarius obscuratus","Groenige elzemelkzwam","0"
"22581","LACAOMP","Lactarius omphaliformis","Rossige elzemelkzwam","0"
"22582","LACAPAL","Lactarius pallidus","Bleke melkzwam","0"
"22583","LACAPI+","Lactarius piperatus s.l.","Lactarius piperatus s.l.","1"
"22584","LACAPIP","Lactarius piperatus s.s.","Gepeperde melkzwam","0"
"22585","LACAPTE","Lactarius pterosporus","Vleugelspoormelkzwam","0"
"22586","LACAPUB","Lactarius pubescens","Donzige melkzwam","0"
"22588","LACAQUA","Lactarius quietus","Kaneelkleurige melkzwam","0"
"22587","LACAQUI","Lactarius quieticolor","Vaaloranje melkzwam","0"
"22589","LACARES","Lactarius resimus","Gewimperde melkzwam","0"
"22590","LACAROS","Lactarius roseozonatus","Bochtige melkzwam","0"
"22591","LACARUF","Lactarius rufus","Rossige melkzwam","0"
"22592","LACARUG","Lactarius ruginosus","Lactarius ruginosus","1"
"22593","LACASCO","Lactarius scoticus","Lactarius scoticus","1"
"22594","LACASEM","Lactarius semisanguifluus","Vaalrode melkzwam","0"
"22595","LACASER","Lactarius serifluus","Watermelkzwam","0"
"22596","LACASPH","Lactarius sphagneti","Veenmosmelkzwam","0"
"22597","LACASUB","Lactarius subdulcis","Bitterzoete melkzwam","0"
"22598","LACATHE","Lactarius theiogalus","Rimpelende melkzwam","0"
"22599","LACATO+","Lactarius torminosus s.l.","Lactarius torminosus s.l.","1"
"22600","LACATOR","Lactarius torminosus s.s.","Baardige melkzwam","0"
"22601","LACATRI","Lactarius trivialis","Forse melkzwam","0"
"22602","LACAUVI","Lactarius uvidus","Violetvlekkende melkzwam","0"
"22603","LACAVEL","Lactarius vellereus","Schaapje","0"
"22604","LACAVIE","Lactarius vietus","Roodgrijze melkzwam","0"
"22605","LACAVIO","Lactarius violascens","Lactarius violascens","1"
"22606","LACAVOL","Lactarius volemus","Vissige melkzwam","0"
"22485","LACC-SP","Laccaria species","Fopzwam","0"
"22486","LACCAME","Laccaria amethystina","Amethistzwam","0"
"22487","LACCBIC","Laccaria bicolor","Tweekleurige fopzwam","0"
"22488","LACCFRA","Laccaria fraterna","Steenrode fopzwam","0"
"22491","LACCL;P","Laccaria laccata v. pallidifolia","Laccaria laccata v. pallidifolia","1"
"22489","LACCLA+","Laccaria laccata s.l.","Laccaria laccata s.l.","1"
"22490","LACCLAC","Laccaria laccata s.s.","Gewone fopzwam","0"
"22492","LACCMAR","Laccaria maritima","Duinfopzwam","0"
"22493","LACCPRO","Laccaria proxima","Schubbige fopzwam","0"
"22494","LACCPUM","Laccaria pumila","Kleine fopzwam","0"
"22495","LACCPUR","Laccaria purpureobadia","Purperbruine fopzwam","0"
"22496","LACCTOR","Laccaria tortilis","Gekroesde fopzwam","0"
"22497","LACH-SP","Lachnella species","Wolschijfje","0"
"22498","LACHALB","Lachnella alboviolascens","Dofpaars wolschijfje","0"
"22499","LACHVIL","Lachnella villosa","Wit wolschijfje","0"
"22500","LACN-SP","Lachnellula species","Viltkelkje","0"
"22501","LACNCAL","Lachnellula calyciformis","Fijn viltkelkje","0"
"22502","LACNOCC","Lachnellula occidentalis","Larixviltkelkje","0"
"22503","LACNSUB","Lachnellula subtilissima","Denneviltkelkje","0"
"22504","LACNWIL","Lachnellula willkommii","Larixkankerviltkelkje","0"
"22541","LACR-SP","Lacrymaria species","Franjehoed p.p.","0"
"22542","LACRLAC","Lacrymaria lacrymabunda","Tranende franjehoed","0"
"22543","LACRPYR","Lacrymaria pyrotricha","Vurige franjehoed","0"
"22505","LACU-SP","Lachnum species","Franjekelkje","0"
"22506","LACUAPA","Lachnum apalum","Pitrusfranjekelkje","0"
"22507","LACUBIC","Lachnum bicolor","Tweekleurig franjekelkje","0"
"22508","LACUBRE","Lachnum brevipilosum","Kortharig franjekelkje","0"
"22511","LACUC;C","Lachnum carneolum v. carneolum","Lachnum carneolum v. carneolum","1"
"22512","LACUC;L","Lachnum carneolum v. longisporum","Lachnum carneolum v. longisporum","1"
"22509","LACUCAP","Lachnum capitatum","Kristalkopfranjekelkje","0"
"22510","LACUCAR","Lachnum carneolum","Blozend franjekelkje","0"
"22513","LACUCER","Lachnum cerinum","Wasgeel franjekelkje","0"
"22514","LACUCIL","Lachnum ciliare","Langharig franjekelkje","0"
"22515","LACUCLA","Lachnum clandestinum","Frambozefranjekelkje","0"
"22516","LACUCON","Lachnum controversum","Rietfranjekelkje","0"
"22517","LACUDIM","Lachnum diminutum","Russefranjekelkje","0"
"22518","LACUDUM","Lachnum dumorum","Bramefranjekelkje","0"
"22521","LACUF;A","Lachnum fuscescens v. fuscescens","Lachnum fuscescens v. fuscescens","1"
"22520","LACUF;F","Lachnum fuscescens v. fagicola","Lachnum fuscescens v. fagicola","1"
"22519","LACUFUS","Lachnum fuscescens","Donkerharig franjekelkje","0"
"22522","LACUIMB","Lachnum imbecille","Oranje veenpluisfranjekelkje","0"
"22523","LACUMIS","Lachnum misellum","Klein franjekelkje","0"
"22525","LACUN;M","Lachnum nudipes v. minor","Lachnum nudipes v. minor","1"
"22526","LACUN;N","Lachnum nudipes v. nudipes","Lachnum nudipes v. nudipes","1"
"22524","LACUNUD","Lachnum nudipes","Spiraeafranjekelkje","0"
"22527","LACUPAL","Lachnum palearum","Lederbruin franjekelkje","0"
"22528","LACUPAP","Lachnum papyraceum","Naaldhoutfranjekelkje","0"
"22529","LACUPAT","Lachnum patulum","Geelwit franjekelkje","0"
"22530","LACUPTE","Lachnum pteridis","Varenfranjekelkje","0"
"22531","LACUPUD","Lachnum pudibundum","Wilgefranjekelkje","0"
"22532","LACUPUL","Lachnum pulverulentum","Oliedruppelfranjekelkje","0"
"22533","LACUPYG","Lachnum pygmaeum","Wortelstokfranjekelkje","0"
"22534","LACURHO","Lachnum rhodoleucum","Lachnum rhodoleucum","1"
"22535","LACURHY","Lachnum rhytismatis","Esdoornfranjekelkje","0"
"22536","LACUSOP","Lachnum soppitii","Lachnum soppitii","1"
"22537","LACUSUL","Lachnum sulphurellum","Gagelfranjekelkje","0"
"22538","LACUSYD","Lachnum sydowii","Wit veenpluisfranjekelkje","0"
"22539","LACUTEN","Lachnum tenuissimum","Teer franjekelkje","0"
"22540","LACUVIR","Lachnum virgineum","Gewoon franjekelkje","0"
"22609","LAEI-SP","Laetiporus species","Laetiporus species","1"
"22610","LAEISUL","Laetiporus sulphureus","Zwavelzwam","0"
"22611","LAES-SP","Laetisaria species","Laetisaria species","1"
"22612","LAESFUC","Laetisaria fuciformis","Warrige graskorstzwam","0"
"22607","LAET-SP","Laetinaevia species","Laetinaevia species","1"
"22608","LAETCAR","Laetinaevia carneoflavida","Laetinaevia carneoflavida","1"
"22613","LAGA-SP","Lagarobasidium species","Elfendoekje p.p.","0"
"22614","LAGADET","Lagarobasidium detriticum","Spatelharig elfendoekje","0"
"22615","LAMB-SP","Lambertella species","Lambertella species","1"
"22616","LAMBTET","Lambertella tetrica","Klimopkelkje","0"
"22617","LAMP-SP","Lamprospora species","Mosschijfje p.p.","0"
"22618","LAMPASP","Lamprospora asperior","Lamprospora asperior","1"
"22619","LAMPCAR","Lamprospora carbonicola","Krulmosschijfje","0"
"22620","LAMPCRE","Lamprospora crechqueraultii","Stekelsporig mosschijfje","0"
"22621","LAMPMAC","Lamprospora macracantha","Stersporig mosschijfje","0"
"22622","LAMPMIN","Lamprospora miniata","Netsporig mosschijfje","0"
"22623","LAMPSEA","Lamprospora seaveri","Purpersteelmosschijfje","0"
"22624","LANG-SP","Langermannia species","Langermannia species","1"
"22625","LANGGIG","Langermannia gigantea","Reuzenbovist","0"
"22626","LANZ-SP","Lanzia species","Stromakelkje p.p.","0"
"22627","LANZLUT","Lanzia luteovirescens","Esdoornstromakelkje","0"
"22628","LASI-SP","Lasiobelonium species","Franjekelkje p.p.","0"
"22629","LASICOR","Lasiobelonium corticale","Schorsfranjekelkje","0"
"22630","LASINID","Lasiobelonium nidulum","Gladharig franjekelkje","0"
"22631","LASO-SP","Lasiobolus species","Lasiobolus species","1"
"22632","LASOPAP","Lasiobolus papillatus","Dwergborstelbekertje","0"
"22633","LAXI-SP","Laxitextum species","Korstzwam p.p.","0"
"22634","LAXIBIC","Laxitextum bicolor","Tweekleurige korstzwam","0"
"22635","LECC-SP","Leccinum species","Boleet p.p.","0"
"22636","LECCDUR","Leccinum duriusculum","Harde populierboleet","0"
"22637","LECCGRI","Leccinum griseum","Haagbeukboleet","0"
"22638","LECCMEL","Leccinum melaneum","Zwarte berkeboleet","0"
"22639","LECCNIV","Leccinum niveum","Witte berkeboleet","0"
"22640","LECCOXY","Leccinum oxydabile","Blozende berkeboleet","0"
"22641","LECCQUE","Leccinum quercinum","Eikeboleet","0"
"22643","LECCROA","Leccinum roseotinctum","Bleke berkeboleet","0"
"22642","LECCROS","Leccinum roseofractum","Donkerbruine berkeboleet","0"
"22644","LECCRU+","Leccinum rufum s.l.","Leccinum rufum s.l.","1"
"22645","LECCRUF","Leccinum rufum s.s.","Rosse populierboleet","0"
"22646","LECCSAL","Leccinum salicicola","Kruipwilgboleet","0"
"22647","LECCSC+","Leccinum scabrum s.l.","Leccinum scabrum s.l.","1"
"22648","LECCSCA","Leccinum scabrum s.s.","Gewone berkeboleet","0"
"22649","LECCTHA","Leccinum thalassinum","Grijsgroene berkeboleet","0"
"22650","LECCUMB","Leccinum umbrinum","Groenrandberkeboleet","0"
"22651","LECCVAR","Leccinum variicolor","Bonte berkeboleet","0"
"22652","LECCVER","Leccinum versipelle","Oranje berkeboleet","0"
"22655","LENI-SP","Lentinellus species","Zaagplaat","0"
"22657","LENIC;C","Lentinellus cochleatus v. cochleatus","Lentinellus cochleatus v. cochleatus","1"
"22658","LENIC;I","Lentinellus cochleatus v. inolens","Lentinellus cochleatus v. inolens","1"
"22656","LENICOC","Lentinellus cochleatus","Bruine anijszwam","0"
"22659","LENIOMP","Lentinellus omphalodes","Trechterzaagplaat","0"
"22660","LENIPIL","Lentinellus pilatii","Witte zaagplaat","0"
"22661","LENN-SP","Lentinula species","Lentinula species","1"
"22662","LENNEDO","Lentinula edodes","Shiitake","0"
"22653","LENT-SP","Lentaria species","Boomkoraaltje","0"
"22654","LENTCOR","Lentaria corticola","Klein boomkoraaltje","0"
"22663","LENU-SP","Lentinus species","Taaiplaat","0"
"22664","LENUADH","Lentinus adhaerens","Harsige taaiplaat","0"
"22665","LENUCON","Lentinus conchatus","Trechtertaaiplaat","0"
"22666","LENUCYA","Lentinus cyathiformis","Korrelige taaiplaat","0"
"22667","LENULEP","Lentinus lepideus","Schubbige taaiplaat","0"
"22668","LENUSTR","Lentinus strigosus","Ruige taaiplaat","0"
"22669","LENUTIG","Lentinus tigrinus","Tijgertaaiplaat","0"
"22670","LENZ-SP","Lenzites species","Lenzites species","1"
"22671","LENZBET","Lenzites betulinus","Fopelfenbankje","0"
"22672","LEOT-SP","Leotia species","Leotia species","1"
"22673","LEOTLUB","Leotia lubrica","Groene glibberzwam","0"
"22676","LEPC-SP","Lepiota species","Parasolzwam p.p.","0"
"22677","LEPCALB","Lepiota alba","Duinparasolzwam","0"
"22678","LEPCAS+","Lepiota aspera s.l.","Lepiota aspera s.l.","1"
"22679","LEPCASP","Lepiota aspera s.s.","Spitsschubbige parasolzwam","0"
"22680","LEPCBOE","Lepiota boertmannii","Buitenbeenstekelparasolzwam","0"
"22681","LEPCBOU","Lepiota boudieri","Oranjebruine parasolzwam","0"
"22682","LEPCBRU","Lepiota brunneoincarnata","Gegordelde parasolzwam","0"
"22691","LEPCC;A","Lepiota cortinarius v. audreae","Lepiota cortinarius v. audreae","1"
"22692","LEPCC;B","Lepiota cortinarius v. cortinarius","Lepiota cortinarius v. cortinarius","1"
"22688","LEPCC;C","Lepiota clypeolaria v. clypeolaria","Lepiota clypeolaria v. clypeolaria","1"
"22695","LEPCC;D","Lepiota cristata v. cristata","Lepiota cristata v. cristata","1"
"22693","LEPCC;F","Lepiota cortinarius v. flava","Lepiota cortinarius v. flava","1"
"22689","LEPCC;M","Lepiota clypeolaria v. minor","Lepiota clypeolaria v. minor","1"
"22696","LEPCC;P","Lepiota cristata v. pallidior","Lepiota cristata v. pallidior","1"
"22683","LEPCCAL","Lepiota calcicola","Kalkstekelparasolzwam","0"
"22684","LEPCCAR","Lepiota carinii","Bruingele stekelparasolzwam","0"
"22685","LEPCCAS","Lepiota castanea","Kastanjeparasolzwam","0"
"22686","LEPCCIN","Lepiota cingulum","Gordelsteelparasolzwam","0"
"22687","LEPCCLY","Lepiota clypeolaria","Bosparasolzwam","0"
"22690","LEPCCOR","Lepiota cortinarius","Gordijnparasolzwam","0"
"22697","LEPCCRA","Lepiota cristatoides","Valse stinkparasolzwam","0"
"22694","LEPCCRI","Lepiota cristata","Stinkparasolzwam","0"
"22700","LEPCE;E","Lepiota echinella v. echinella","Lepiota echinella v. echinella","1"
"22701","LEPCE;R","Lepiota echinella v. rhodorhiza","Lepiota echinella v. rhodorhiza","1"
"22699","LEPCECA","Lepiota echinella","Lepiota echinella","1"
"22698","LEPCECH","Lepiota echinacea","Fijnschubbige parasolzwam","0"
"22702","LEPCEFI","Lepiota efibulis","Kasstekelparasolzwam","0"
"22705","LEPCF;C","Lepiota forquignonii v. coniferarum","Lepiota forquignonii v. coniferarum","1"
