code_sbb,sbb_beginjaar,sbb_eindjaar,code_rvvn_2018,code_vvn_1998,code_veldgids_2015,sbb_in_rvvn,kov_codes,kov_verbonden,vvbh,sbb_nednaam_voor_2019,sbb_wetnaam_kort_voor_2019,sbb_wetnaam_voor_2019,opmerking_piet_schipper_2018,opmerking_john_jansen_2018,opmerking_code_vvn_1998,opmerking_code_veldgids_2015
07-b,2002,2018,,,,nee,,,3,RG Reuzenpaardenstaart-[Kl. Bronbeekgemeensch.],RG Equisetum telmateia-[Montio-Cardaminetea],RG Equisetum telmateia-[Montio-Cardaminetea],2018 vervalt,verplaatst naar voedselrijke ruigten,,
08,1998,,r08,08,,ja,,,,RIET-KLASSE,Phragmitetea,Phragmitetea,,,,
08A,1998,,r08Aa,08Aa,,ja,,,,Vlotgras-verbond,Sparganio-Glycerion,Sparganio-Glycerion,,,,
08A,1998,,r08Ab,08Ab,,ja,,,,Vlotgras-verbond,Sparganio-Glycerion,Sparganio-Glycerion,,,,
08A1,1998,,r08Aa01,08Aa01,,ja,,,3,Lidsteng-associatie,Eleocharito palustris-Hippuridetum,Eleocharito palustris-Hippuridetum,,,,
08A2,1998,,r08Aa02,08Aa02,,ja,,,3,Associatie v Waterpeper en Blauwe waterereprijs,Polygono-Veronicetum anagallis-aquaticae,Polygono-Veronicetum anagallis-aquaticae,,,,
08A3,1998,,r08Aa03,08Aa03,,ja,,,3,Associatie van Groot moerasscherm,Apietum nodiflori,Apietum nodiflori,,,,
08A4,1998,,r08Aa04,08Aa04,,ja,,,3,Associatie van Stomp vlotgras,Glycerietum plicatae,Glycerietum plicatae,,,,
08A5,1998,,r08Ab02,08Ab02,,ja,,,,Associatie van Egelskop en Pijlkruid,Sagittario-Sparganietum,Sagittario-Sparganietum,,,,
08A5a,2000,,r08Ab02,08Ab02,,ja,,,3,"Assoc. v Egelskop en Pijlkruid, typische subass",Sagittario-Sparganietum typicum,Sagittario-Sparganietum typicum,,,,
08A5b,2000,,r08Ab02,08Ab02,,ja,,,3,"Ass. v Egelskop en Pijlkruid, soortenarme subass",Sagittario-Sparganietum inops,Sagittario-Sparganietum inops,,,,
08A5b,2000,,r08RG01,,08RG01,ja,,,3,"Ass. v Egelskop en Pijlkruid, soortenarme subass",Sagittario-Sparganietum inops,Sagittario-Sparganietum inops,,Voorheen wsl. opgavat als VVN 08Ab02,,
08A-a,1998,,r08RG15,,08RG15,ja,,,3,RG Kleine watereppe-[Vlotgras-verbond],RG Berula erecta-[Sparganio-Glycerion],RG Berula erecta-[Sparganio-Glycerion],,,,
08A-b,1998,,r08Ab01,08Ab01,,ja,,,4,RG Watertorkruid-[Vlotgras-verbond],RG Oenanthe aquatica-[Sparganio-Glycerion],RG Oenanthe aquatica-[Sparganio-Glycerion],,,,
08A-c,1998,,r08RG02,,08RG02,ja,,,3,RG Slanke waterkers-[Vlotgras-verbond],RG Rorippa microphylla-[Sparganio-Glycerion],RG Rorippa microphylla-[Sparganio-Glycerion],,,,
08A-d,2000,,r12RG06,,,ja,"08A-d,09A-b,12B-m",09A-b; 12B-m,3,RG Zomprus-[Vlotgr.-v./V.Zw.zegge/Zilversch.-v.],RG Juncus artic-[S-Glycerion/Caricion ni/Lo-Pot],RG Juncus articulatus-[Sparganio-Glycerion/Caricion nigrae/Lolio-Potentillion anserinae],,"Betreft r12RG06, deels mogelijk ook r30RG07",,
08B,1998,,r08Bb,08Bb,,ja,,,,Riet-verbond,Phragmition australis,Phragmition australis,,,,
08B1,1998,,r08Bb01,08Bb01,,ja,,,,Mattenbies-associatie,Scirpetum lacustris,Scirpetum lacustris,,,,
08B1a,2011,,r08Bb01a,08Bb01a,,ja,,,3,Mattenbies-associatie,Scirpetum lacustris,Scirpetum lacustris,,,,
08B1b,2011,,r08Bb01b,08Bb01b,,ja,,,3,Mattenbies-associatie,Scirpetum lacustris,Scirpetum lacustris,,,,
08B1c,2011,,r08Bb01b,08Bb01b,,ja,,,3,Mattenbies-associatie,Scirpetum lacustris,Scirpetum lacustris,,,,
08B2,1998,,r08Bb03,08Bb03,,ja,,,,Associatie van Heen en Grote waterweegbree,Alismato-Scirpetum maritimi,Alismato-Scirpetum maritimi,,,,
08B2a,1998,,r08Bb03a,08Bb03a,,ja,,,3,"Ass. Heen-Gr.waterweegbree, sub Driekantige bies",Alismato-Scirpetum scirpetetosum triquetri,Alismato-Scirpetum scirpetetosum triquetri,,,,
08B2b,1998,,r08Bb02,08Bb02,,ja,,,3,"Ass. Heen en Gr. waterweegbree, subass Ruwe bies",Alismato-Scirpetum scirpetetosum tabernaemontani,Alismato-Scirpetum scirpetetosum tabernaemontani,,,,
08B2c,1998,,r08Bb03b,08Bb03b,,ja,,,3,"Ass. Heen-Grote waterweegbree, subass. Dotterbl.",Alismato-Scirpetum calthetosum,Alismato-Scirpetum calthetosum,,,,
08B2d,1998,,r08Bb03c,08Bb03c,,ja,,,3,"Ass. Heen-Gr. waterweegbree, subass. Waterzuring",Alismato-Scirpetum rumicetosum,Alismato-Scirpetum rumicetosum,,,,
08B2e,1998,,r08Bb03d,08Bb03d,,ja,,,3,"Ass. Heen en Grote waterweegbree, srt.-arme sub.",Alismato-Scirpetum inops,Alismato-Scirpetum inops,,,,
08B3,1998,,r08Bb04,08Bb04,,ja,,,,Riet-associatie,Typho-Phragmitetum,Typho-Phragmitetum,,,,
08B3a,1998,,r08Bb04c,08Bb04c,,ja,,,3,"Riet-associatie, typische subassociatie",Typho-Phragmitetum typicum,Typho-Phragmitetum typicum,,,,
08B3b,1998,,r08Bb04b,08Bb04b,,ja,,,3,"Riet-associatie, subassociatie van Dotterbloem",Typho-Phragmitetum calthetosum,Typho-Phragmitetum calthetosum,,,,
08B3d,2000,,r08Bb04a,08Bb04a,,ja,,,3,"Riet-associatie, soortenarme subassociatie",Typho-Phragmitetum inops,Typho-Phragmitetum inops,,inops bevat vaak en met hoge bedekking Typha angustifolia,,
08B-a,1998,2000,,,,ja,,,,,RG Thypha angustifolia,,,,,
08B3c,1998,,r08Bb04d,08Bb04d,,ja,,,3,"Riet-associatie, subassociatie van Moerasvaren",Typho-Phragmitetum thelypteridetosum,Typho-Phragmitetum thelypteridetosum,,,,
08B3e,2011,,r08Bb04,08Bb04,,ja,,,3,,,Typho-Phragmitetum lychnidetosum flos cuculi,nieuw in 2011,,,
08B3f,2011,,r08Bb04,08Bb04,,ja,,,3,,,Typho-Phragmitetum potentilletosum palustri,nieuw in 2011,,,
08B-b,1998,,,,,nee,"08B-b,09B-a",09B-a,2,RG Klein blaasjeskruid-[Riet-vb./Vb.Draadzegge],RG Utricularia minor-[Phragmition/Caricion lasi],RG Utricularia minor-[Phragmition australis/Caricion lasiocarpae],later onderzoeken,"De SBB-romp bevat deels opnamen die gerekend moeten worden tot het Cicuto-Caricetum pseudocyperi. Een klein deel betreft nieuwe RG in laagveen-verlanding, maar er zijn weinig opnames en het betreft vaak een micro-gemeenschap.",,
08C,1998,,r08Bc,08Bc,,ja,,,,Verbond der grote Zeggen,Magnocaricion,Magnocaricion,,,,
08C,1998,,r08Bd,08Bd,,ja,,,,Verbond der grote Zeggen,Magnocaricion,Magnocaricion,,,,
08C,1998,,r08Ba,08Ba,,ja,,,,Verbond der grote Zeggen,Magnocaricion,Magnocaricion,,,,
08C1,1998,,r08Ba02,08Ba02,,ja,,,,Associatie v Waterscheerling en Hoge cyperzegge,Cicuto-Caricetum pseudocyperi,Cicuto-Caricetum pseudocyperi,,,,
08C1a,1998,,r08Ba02a,08Ba02a,,ja,,,3,"Ass. Waterscheerling-Hoge cyperzegge, typ subass",Cicuto-Caricetum typicum,Cicuto-Caricetum typicum,,,,
08C1b,1998,,r08Ba01,08Ba01,,ja,,,1,"Ass. Waterscheerl.-H.cyperzeg., sub Slangewortel",Cicuto-Caricetum calletosum,Cicuto-Caricetum calletosum,,,,
08C1c,1998,,r08Ba02,08Ba02,,ja,,,3,"Ass. Waterscheerl.-H.cyperzegge, sub Moerasvaren",Cicuto-Caricetum thelypteridetosum,Cicuto-Caricetum thelypteridetosum,,,,
08C1d,1998,,r08Ba02b,08Ba02b,,ja,,,1,"Ass. Waterscheerl.-H.cyperzeg., sub Waterdriebl.",Cicuto-Caricetum menyanthetosum,Cicuto-Caricetum menyanthetosum,,,,
08C2,1998,,r08Bc02,08Bc02,,ja,,,,Associatie van Scherpe zegge,Caricetum gracilis,Caricetum gracilis,,,,
08C2c,2000,,r08Bc02,08Bc02a,,ja,,,3,"Associatie v Scherpe zegge, soortenarme subass.",Caricetum gracilis inops,Caricetum gracilis inops,,,,
08C2a,2000,,r08Bc02a,08Bc02a,,ja,,,3,"Associatie v Scherpe zegge, typische subassoc.",Caricetum gracilis typicum,Caricetum gracilis typicum,,,,
08C2b,1998,,r08Bc02b,08Bc02b,,ja,,,1,"Assoc. v Scherpe zegge, subass. v Wateraardbei",Caricetum gracilis potentilletosum palustri,Caricetum gracilis potentilletosum palustri,,,,
08C3,1998,,r08Bc03,08Bc03,,ja,,,1,Associatie van Blaaszegge,Caricetum vesicariae,Caricetum vesicariae,,,,
08C4,1998,,r08Bc04,08Bc04,,ja,,,,Associatie van Noordse zegge,Lysimachio-Caricetum aquatilis,Lysimachio-Caricetum aquatilis,,,,
08C4a,1998,,r08Bc04,08Bc04,,ja,,,1,"Associatie v Noordse zegge, typische subassoc.",Lysimachio-Caricetum aquatilis typicum,Lysimachio-Caricetum aquatilis typicum,,,,
08C4b,1998,,r08Bc04,08Bc04,,ja,,,1,"Assoc. v Noordse zegge, subass. v Wateraardbei",Lysimachio-Caricetum aquat. potentilletosum pal.,Lysimachio-Caricetum aquatilis potentilletosum palustri,,,,
08C5,1998,,r08Bd01,08Bd01,,ja,,,,Galigaan-associatie,Cladietum marisci,Cladietum marisci,,,,
08C5a,1998,,r08Bd01,08Bd01,,ja,,,1,"Galigaan-associatie, typische subassociatie",Cladietum marisci typicum,Cladietum marisci typicum,,,,
08C5b,1998,,r08Bd01,08Bd01,,ja,,,3,"Galigaan-associatie, verarmde subassociatie",Cladietum marisci inops,Cladietum marisci inops,,,,
08C5c,2003,,r08Bd01,08Bd01,,ja,,,1,"Galigaan-associatie, subass. v. Moerasvaren",Cladietum marisci thelypteridetosum,Cladietum marisci thelypteridetosum,,,,
08C5d,2003,,r08Bd01,08Bd01,,ja,,,1,"Galigaan-associatie, subass. v. Wateraardbei",Cladietum marisci potentilletosum palustri,Cladietum marisci potentilletosum palustri,,,,
08C6,1998,,r08Bd03,08Bd03,,ja,,,,Associatie van Stijve zegge,Caricetum elatae,Caricetum elatae,,,,
08C6a,2000,,r08Bd03,08Bd03,,ja,,,1,"Associatie v Stijve zegge, subass. v Moerasvaren",Caricetum elatae thelypteridetosum,Caricetum elatae thelypteridetosum,,,,
08C6b,1998,,r08Bd03,08Bd03,,ja,,,3,"Associatie v Stijve zegge, soortenarme subassoc.",Caricetum elatae inops,Caricetum elatae inops,,,,
08C6c,2000,,r08Bd03,08Bd03,,ja,,,1,"Associatie v Stijve zegge, typische subassoc.",Caricetum elatae typicum,Caricetum elatae typicum,,,,
08C-a,1998,,r08Bc01,08Bc01,,ja,,,3,RG Oeverzegge-[Verbond der grote Zeggen],RG Carex riparia-[Magnocaricion],RG Carex riparia-[Magnocaricion],,,,
08C-b,1998,,r08RG05,08RG08,08RG05,ja,,,3,RG Moeraszegge-[Verbond der grote Zeggen],RG Carex acutiformis-[Magnocaricion],RG Carex acutiformis-[Magnocaricion],,,,
08C-c,1998,,r08Bd02,08Bd02,,ja,,,3,RG Pluimzegge-[Verbond der grote Zeggen],RG Carex paniculata-[Magnocaricion],RG Carex paniculata-[Magnocaricion],,,,
08C-d,1998,,r08RG16,,08RG16,ja,,,3,RG Tweerijige zegge-[Verbond der grote Zeggen],RG Carex disticha-[Magnocaricion],RG Carex disticha-[Magnocaricion],,,,
08C-e,1998,,r08RG07,08RG07,08RG07,ja,"08C-e,09-j",09-j,3,RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen],RG Juncus subnodulosus-[Magnocaricion/Parvocar.],RG Juncus subnodulosus-[Magnocaricion/Parvocaricetea],,,,
08C-f,2000,,r33RG10,,,ja,,,3,RG Hennegras-[Verbond der grote Zeggen],RG Calamagrostis canescens-[Magnocaricion],RG Calamagrostis canescens-[Magnocaricion],,Overlapt met (soortenarm) deel van r33RG10,,
08-a,1998,,r08RG08,08RG01,08RG08,ja,,,5,RG Liesgras-[Riet-klasse],RG Glyceria maxima-[Phragmitetea],RG Glyceria maxima-[Phragmitetea],,,,
08-b,1998,,r08RG06,08RG09,08RG06,ja,,,5,RG Rietgras-[Riet-klasse],RG Phalaris arundinacea-[Phragmitetea],RG Phalaris arundinacea-[Phragmitetea],,,,
08-c,1998,,r08RG09,08RG02,08RG09,ja,,,5,RG Gele waterkers-[Riet-klasse],RG Rorippa amphibia-[Phragmitetea],RG Rorippa amphibia-[Phragmitetea],,,,
08-d,1998,,r08RG10,08RG03,08RG10,ja,,,5,RG Grote Lisdodde-[Riet-klasse],RG Typha latifolia-[Phragmitetea],RG Typha latifolia-[Phragmitetea],,,,
08-e,1998,,r08RG14,08RG04,08RG14,ja,,,5,RG Kalmoes-[Riet-klasse],RG Acorus calamus-[Phragmitetea],RG Acorus calamus-[Phragmitetea],,,,
08-f,1998,,r08Bb04c,08Bb04c,,ja,,,5,RG Riet-[Riet-klasse],RG Phragmites australis-[Phragmitetea],RG Phragmites australis-[Phragmitetea],,,,
08-g,1998,,r12RG05,,,ja,"08-g,09-l,12B-h",09-l; 12B-h,4,RG Gewone waterbies-[Riet-kl./Zilverschoon-vrb.],RG Eleocharis palustris-[Phragmitetea/Lo-Potent],RG Eleocharis palustris-[Phragmitetea/Parvocaricetea/Lolio-Potentillion anserinae],,,,
08-h,1998,,r08RG12,,08RG12,ja,,,3,RG Grote egelskop-[Riet-klasse],RG Sparganium erectum-[Phragmitetea],RG Sparganium erectum-[Phragmitetea],,,,
08-i,1998,,r08RG03,08RG05,08RG03,ja,"08-i,12B-k",12B-k,5,RG Mannagras-[Riet-klasse/Zilverschoon-verbond],RG Glyceria fluitans-[Phragmitetea/Lol-Potentil],RG Glyceria fluitans-[Phragmitetea/Lolio-Potentillion anserinae],,,,
08-j,2000,,r08Bb04d,08Bb04d,,ja,,,3,RG Moerasvaren-[Riet-klasse],RG Thelypteris palustris-[Phragmitetea],RG Thelypteris palustris-[Phragmitetea],,SBB 08-j betreft vorm met weinig riet,,
08-k,1998,,r08RG04,08RG06,08RG04,ja,"08-k,09-e",09-e,3,RG Holpijp-[Riet-klasse/Klasse d. kleine Zeggen],RG Equisetum fluviatile-[Phragmitetea/Parvocar],RG Equisetum fluviatile-[Phragmitetea/Parvocaricetea],, ,,
08-l,2011,,r08Ba01,08Ba01,,ja,,,3,,,RG Calla palustris-{Phragmitetea/Parvocaricetea],,,,
08-m,2011,,r08RG13,,08RG13,ja,,,4,,,RG Iris speudacorus [Phragmitetea/Molinio-Arrhenatheretea],,,,
08-n,2011,,r08RG18,,08RG18,ja,,,5,RG Haakveenmos-Gewimperd veenmos-[Riet-klasse],RG Sphagnum squarrosum-Sph. fimbriatum-[Phragmit.],RG Sphagnum squarrosum-Sphagnum fimbriatum-[Phragmitetea],2018 verbonden met parvocaricetea,,,
08/a,1998,2011,,,,ja,,,,,DG Sphagnum squarrosum-Sph. recurvum-[Phragmit.],,,,,
08-p,2018,,r08RG19,,08RG19,ja,,,,,,,2018 nieuw,Voorheen wsl. als onbeschreven RG opgevat,,
08-o,2018,,r08RG11,,08RG11,ja,,,,,,,2018 nieuw,Voorheen wsl. opgevat als VVN 06Ad01 of 29Aa04,,
08-q,2018,,r08RG20,,08RG20,ja,,,,,,,2018 nieuw,"Voorheen opgevat als onbeschreven RG, of als VVN 32Aa01, 08Aa02 of 08Ab01",,
08-r,2018,,r08RG21,,08RG21,ja,,,,,,,2018 nieuw,Voorheen wsl. vooral opgevat al VVN 32Aa01,,
08-s,2018,,r09RG14,,09RG14,ja,,,,,,,2018 nieuw,Voorheen wsl. als VVN 08RG07 opgevat,,
08/b,2018,,r05DG01,,05DG01,ja,,,,DG Haakveenmos-Slank veenmos-[Riet-klasse],DG Sphagnum squarrosum-Sph. recurvum-[Phragmit.],DG Sphagnum squarrosum-Sphagnum recurvum-[Phragmitetea],2018 nieuw,"Voorheen wsl. als onbeschreven DG opgevat. Andere soorten die ook woekeren: Pontederia cordata; Ludwigia peploides; Ludwigia grandiflora, echter onvoldoende opnamen.",,
,,,r08RG17,,08RG17,ja,,,,,,,Later besluiten; ruimtelijke overgang?,"Voorheen wsl. opgevat als onderdeel klasse 5, bijv. VVN 05BC03, 05RG05, 05Ba03",,
09,1998,,r09,09,,ja,,,,KLASSE DER KLEINE ZEGGEN,Parvocaricetea,Parvocaricetea,,,,
09A,1998,,r09Aa,09Aa,,ja,,,,Verbond van Zwarte zegge,Caricion nigrae,Caricion nigrae,,,,
09A1,1998,,r09Aa01,09Aa01,,ja,,,1,Associatie van Drienervige zegge en Zwarte zegge,Caricetum trinervi-nigrae,Caricetum trinervi-nigrae,,,,
09A2,1998,,r09Aa02,09Aa02,,ja,,,,Veenmosrietland,Pallavicinio-Sphagnetum,Pallavicinio-Sphagnetum,,,,
09A2a,1998,,r09Aa02a,09Aa02a,,ja,,,1,"Veenmosrietland, typische subassociatie",Pallavicinio-Sphagnetum typicum,Pallavicinio-Sphagnetum typicum,,,,
09A2b,1998,,r09Aa02b,09Aa02b,,ja,,,1,"Veenmosrietland, subassociatie van pijpestrootje",Pallavicinio-Sphagnetum molinietosum,Pallavicinio-Sphagnetum molinietosum,,,,
09A3,1998,,r09Aa03,09Aa03,,ja,,,,Associatie van Moerasstruisgras en Zompzegge,Carici curtae-Agrostietum caninae,Carici curtae-Agrostietum caninae,,,,
09A3a,1998,,r09Aa03a,09Aa03a,,ja,,,1,"Ass. Moerasstruisgras en Zompzegge, typ. subass.",Carici curtae-Agrostietum typicum,Carici curtae-Agrostietum typicum,,,,
09A3b,1998,,r09Aa03a,09Aa03a,,ja,,,1,"Ass. Moerasstruisgras-Zompzegge, subass Draadrus",Carici curtae-Agrostietum juncetosum filiformis,Carici curtae-Agrostietum juncetosum filiformis,,,,
09A3c,1998,,r09Aa03a,09Aa03a,,ja,,,1,"Ass. Moerasstruisgras-Zompzegge, subass. Veldrus",Carici curtae-Agrostietum juncetosum acutiflori,Carici curtae-Agrostietum juncetosum acutiflori,,,,
09A-a,1998,,r09RG01,09RG02,09RG01,ja,,,3,RG Zwarte zegge-Moerasstruisgras-[Vb. Zw. zegge],RG Carex nigra-Agrostis canina-[Caricion nigrae],RG Carex nigra-Agrostis canina-[Caricion nigrae],,Zie opmerking onder r10Ab01,,
09A-b,2000,,r12RG06,,,ja,"08A-d,09A-b,12B-m",08A-d; 12B-m,3,RG Zomprus-[Vlotgr.-v./V.Zw.zegge/Zilversch.-v.],RG Juncus artic-[S-Glycerion/Caricion ni/Lo-Pot],RG Juncus articulatus-[Sparganio-Glycerion/Caricion nigrae/Lolio-Potentillion anserinae],,"Betreft r12RG06, deels mogelijk ook r30RG07",,
09B,1998,,r10Ab,,,ja,,,,Verbond van Draadzegge,Caricion lasiocarpae,Caricion lasiocarpae,,,,
09B1,1998,,r10RG01,,,ja,,,,Associatie van Slangewortel,Sphagno-Calletum,Sphagno-Calletum,,,,
09B1a,2000,,r10RG01,,,ja,,,1,"Associatie v Slangewortel, typische subassoc.",Sphagno-Calletum typicum,Sphagno-Calletum typicum,,,,
09B1b,2000,,r10RG01,,,ja,,,2,"Associatie v Slangewortel, soortenarme subassoc.",Sphagno-Calletum inops,Sphagno-Calletum inops,,,,
09B2,1998,,r10Ab01,,,ja,,,,Associatie van Draadzegge en Veenpluis,Eriophoro-Caricetum lasiocarpae,Eriophoro-Caricetum lasiocarpae,,"SBB-type betreft deels (door Carex lasiocarpa gedomineerd) 09Aa3b, en dus ook H7110A mits + H7140A mits",,
09B2a,2000,,r10Ab01,,,ja,,,1,"Ass. v Draadzegge en Veenpluis, typische subass.",Eriophoro-Caricetum lasiocarpae typicum,Eriophoro-Caricetum lasiocarpae typicum,,,,
09B2b,1998,,r10Ab01,,,ja,,,1,"Ass. Draadzegge-Veenpluis, subass. Geoord veenmos",Eriophoro-Caricetum lasioc. sphagnetosum dentic.,Eriophoro-Caricetum lasiocarpae sphagnetosum denticulatii,,,,
09B2c,2000,,r10Ab01,,,ja,,,2,"Ass. v Draadzegge en Veenpluis, srt.-arme subass",Eriophoro-Caricetum lasiocarpae inops,Eriophoro-Caricetum lasiocarpae inops,,,,
09B3,1998,,r09Ba01,09Ba01,,ja,,,,Associatie van Schorpioenmos en Ronde zegge,Scorpidio-Caricetum diandrae,Scorpidio-Caricetum diandrae,,,,
09B3a,1998,,r09Ba01,09Ba01,,ja,,,1,"Ass. v Schorpioenmos en Ronde zegge, typ. subass",Scorpidio-Caricetum diandrae typicum,Scorpidio-Caricetum diandrae typicum,,,,
09B3b,1998,,r09Aa03b,09Aa03b,,ja,,,1,"Ass. Schorpioenmos en Ronde zegge, sub. Veenmos",Scorpidio-Caricetum diandrae sphagnetosum,Scorpidio-Caricetum diandrae sphagnetosum,,"09Aa03b wordt breder opgevat dan SBB-type, incl. stukje Carex lasiocarpa",,
09B-a,1998,,r10RG07,,10RG07,ja,"08B-b,09B-a",08B-b,3,RG Klein blaasjeskruid-[Riet-vb./Vb.Draadzegge],RG Utricularia minor-[Phragmition/Caricion lasi],RG Utricularia minor-[Phragmition australis/Caricion lasiocarpae],,Klasse 8 is niet r10RG07 (zie aldaar),,
09B-b,1998,,r09RG06,,09RG06,ja,,,2,RG Waterdrieblad-[Verbond van Draadzegge],RG Menyanthes trifoliata-[Caricion lasiocarpae],RG Menyanthes trifoliata-[Caricion lasiocarpae],,,,
09C,1998,,r09Ba,09Ba,,ja,,,,Knopbies-verbond,Caricion davallianae,Caricion davallianae,,,,
09C1,1998,,r09Ba02,09Ba02,,ja,,,1,Associatie van Vetblad en Vlozegge,Campylio-Caricetum dioicae,Campylio-Caricetum dioicae,,,,
09C2,1998,,r09RG07,,09RG07,ja,,,1,Associatie van Armbloemige waterbies,Eleocharitetum quinqueflorae,Eleocharitetum quinqueflorae,,,,
09C3,1998,,r09Ba04,09Ba04,,ja,,,,Knopbies-associatie,Junco baltici-Schoenetum nigricantis,Junco baltici-Schoenetum nigricantis,,,,
09C3a,1998,,r09Ba04a,09Ba04a,,ja,,,1,"Knopbies-associatie, typische subassociatie",Junco baltici-Schoenetum typicum,Junco baltici-Schoenetum typicum,,,,
09C3b,1998,,r09Ba03,09Ba03,,ja,,,1,"Knopbies-associatie, subass Parnassia en Duinrus",Junco baltici-Schoenetum juncetosum atricapilli,Junco baltici-Schoenetum juncetosum atricapilli,,,,
09C3c,2002,,r09Ba04b,09Ba04b,,ja,,,1,"Knopbies-associatie, soortenarme subassociatie",Junco baltici-Schoenetum inops,Junco baltici-Schoenetum inops,,,,
09C5,2018,,r09Ba06,,,ja,,,,,,Equiseto variegati-Salicetum repentis,2018 nieuw,Voorheen wsl. opgevat als VVN 16Ab06 of 09Ba,,
09C-a,1998,,r09RG15,,09RG15,ja,"09C-a,12B-a",12B-a,2,RG Zeegroene zegge-[Knopbies-v/Zilverschoon-vb],RG Carex flacca-[Caricion daval/Lo-Potentillion],RG Carex flacca-[Caricion davallianae/Lolio-Potentillion anserinae],,,,
09C-b,1998,,r09RG07,,,ja,"09C-b,12B-b",12B-b,2,RG Armbl. waterbies-[Knopbies-v/Zilverschoon-vb],RG Eleocharis quinquefl-[Caricion dav/Lo-Potent],RG Eleocharis quinqueflora-[Caricion davallianae/Lolio-Potentillion anserinae],,,,
09C-c,2002,2018,,,,ja,,,1,RG Kruipwilg-Rondbladig wintergroen-[Knopbies-v],RG Salix repens-Pyrola rotundif.-[Caricion dav.],RG Salix repens-Pyrola rotundifolia-[Caricion davallianae],2018 vervalt,,,
09C-d,2002,,r09Ba05,09Ba05,,ja,,,1,RG Kruipwilg-Bo.paardenstaart-[Knopbies-verbond],RG Salix repens-Equisetum varie.-[Caricion dav.],RG Salix repens-Equisetum variegatum-[Caricion davallianae],,,,
09C4,1998,2002,,,,ja,,,,,,,wijziging in 2002; naam vervalt en is vervangen door naam van 09C-d,,,
09-a,1998,,r10RG05,10RG03,10RG05,ja,"09-a,10-b",10-b,2,RG Veenpluis-Veenmos-[Kl.kl.Zegge/Kl.hoogveensl],RG Eriophorum angustif-Sphag-[Parvocar/Scheuchz],RG Eriophorum angustifolium-Sphagnum-[Parvocaricetea/Scheuchzerietea],,,,
09-b,2000,,r10RG04,10RG02,10RG04,ja,"09-b,10-a,11-a",10-a; 11-a,2,RG Sn.zegge-V.mos-[K.kl.Zegg/K.hveensl/K.hv.hei],RG Carex rost-Sphag-[Parvocar/Scheuchz/Ox-Sphag],RG Carex rostrata-Sphagnum-[Parvocaricetea/Scheuchzerietea/Oxycocco-Sphagnetea],,,,
09-d,1998,,r09RG13,09RG01,09RG13,ja,,,3,RG Addertong-Duinriet-[Klasse der kleine Zeggen],RG Ophioglossum-Calamagrostis epig.-[Parvocari.],RG Ophioglossum vulgatum-Calamagrostis epigejos-[Parvocaricetea],,,,
09-e,1998,,r08RG04,08RG06,,ja,"08-k,09-e",08-k,3,RG Holpijp-[Riet-klasse/Klasse d. kleine Zeggen],RG Equisetum fluviatile-[Phragmitetea/Parvocar.],RG Equisetum fluviatile-[Phragmitetea/Parvocaricetea],, ,,
09-f,1998,,r09RG05,,09RG05,ja,,,3,RG Snavelzegge-Wateraardbei-[Kl. kleine Zeggen],RG Carex rostrata-Potentilla pal.-[Parvocarice.],RG Carex rostrata-Potentilla palustris-[Parvocaricetea],,,,
09-g,1998,,r09RG04,09RG03,09RG04,ja,,,3,RG Hennegras-[Klasse der kleine Zeggen],RG Calamagrostis canescens-[Parvocaricetea],RG Calamagrostis canescens-[Parvocaricetea],,,,
09-h,2011,,r39RG01,,,ja,"09-h,11-m",11-m,3,RG Wilde Gagel-[Klasse der kleine Zeggen],RG Myrica gale-[Parvocaricetea],RG Myrica gale-[Parvocaricetea/Oxycocco-Sphagnetea],,,"09RG04, 36RG02",
09-i,1998,,r09RG02,,09RG02,ja,"09-i,16A-e",16A-e,3,RG Pijpestro-Gw.veenmos-[K.kl.Zeg/V.Biezk.Pijps],RG Molinia caer-Sphagn pal-[Parvocar/J-Molinion],RG Molinia caerulea-Sphagnum palustre-[Parvocaricetea/Junco-Molinion],,,,
09-j,2002,,r08RG07,08RG07,,ja,"08C-e,09-j",08C-e,3,RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen],RG Juncus subnodulosus-[Magnocaricion/Parvocar.],RG Juncus subnodulosus-[Magnocaricion/Parvocaricetea],,,,
09B-c,2000,2002,,,,ja,,,,,,,wijziging in 2002; naam vervalt en is vervangen door naam van 09-j,,,
09-k,2003,,r10DG01,10DG01,,ja,"09-k,10-l,11-l",10-l; 11-l,5,RG Pitrus-[Kl. der kleine Zeggen],RG Juncus effusus-[Parvocaricetea],RG Juncus effusus-[Parvocaricetea/Scheuchzerietea/Oxycocco-Sphagnetea],,,,
09/e,1998,2003,,,,ja,,,,,,,wijziging in 2003; naam vervalt en is vervangen door naam van 09-k,,,
09-o,2011,,r09RG03,,09RG03,ja,,,4,DG Gewoon haarmos-[Klasse der kleine Zeggen],DG Polytrichum commune-[Parvocaricetea],RG Polytrichum commune-[Parvocaricetea],,,,
09/c,1998,2011,,,,ja,,,,,,,wijziging in 2011; naam vervalt en is vervangen door naam van 09-o,,,
