code_sbb,sbb_wetnaam,sbb_beginjaar,sbb_eindjaar,code_rvvn_2018,vvn_wetnaam,code_vvn_1998,code_veldgids_2015,vvbh,kov_codes,kov_verbonden,sbb_nednaam_voor_2019,sbb_wetnaam_kort_voor_2019,sbb_wetnaam_voor_2019,opmerking_piet_schipper_2018,opmerking_john_jansen_2018,opmerking_code_rvvn_2018,opmerking_code_vvn_1998,opmerking_code_veldgids_2015
06-a,RG Littorella uniflora-[Littorelletea],1998,,r06RG02,RG Littorella uniflora-[Littorelletea],06RG01,06RG02,2,,,RG Oeverkruid-[Oeverkruid-klasse],RG Littorella uniflora-[Littorelletea],RG Littorella uniflora-[Littorelletea],,,,,
06-b,RG Potamogeton polygonifolius-[Littorelletea],1998,,r06RG03,RG Potamogeton polygonifolius-[Littorelletea],06RG02,06RG03,2,,,RG Duizendknoopfonteinkruid-[Oeverkruid-klasse],RG Potamogeton polygonifolius-[Littorelletea],RG Potamogeton polygonifolius-[Littorelletea],,,,,
06-c,RG Eleocharis multicaulis-Sphagnum-[Littorelletea/Scheuchzerietea],1998,,r06RG06,RG Eleocharis multicaulis-Sphagnum-[Littorelletea/Scheuchzerietea],06RG03,06RG06,2,"06-c,10-g",10-g,RG Veelst.w.bies-Veenmos-[Oeverkr./Kl.h.veensl.],RG Eleocharis multic-Sphagn-[Littorel/Scheuchz],RG Eleocharis multicaulis-Sphagnum cuspidatum-[Littorelletea/Scheuchzerietea],,,,,
06-d,RG Juncus bulbosus-Sphagnum-[Littorelletea/Scheuchzerietea],1998,,r06RG07,RG Juncus bulbosus-Sphagnum-[Littorelletea/Scheuchzerietea],06RG04,06RG07,3,"06-d,10-f",10-f,RG Knolrus-Veenmos-[Oeverkruidkl/Kl.hoogveensl.],RG Juncus bulbosus-Sphagnum-[Littorell/Scheuchz],RG Juncus bulbosus-Sphagnum-[Littorelletea/Scheuchzerietea],,,,,
06-e,RG Nymphaea alba-[Littorelletea/Scheuchzerietea],2011,,r10DG02,DG Nymphaea alba-[Scheuchzerietea],10DG02,10DG02,3,"06-e,10-m",10-m,RG Witte waterlelie-[Oeverkruid-klasse/Klasse van hoogveenslenken],RG Nymphaea alba-[Littorelletea/Scheuchzerietea],RG Nymphaea alba-[Littorelletea/Scheuchzerietea],,,,,
06/a,DG Nymphaea alba-[Littorelletea],1998,2010,,,,,,,,,DG Nymphaea alba-[Littorelletea],,,,,,
06-f,RG Apium inundatum-[Littorelletea],2018,,r06RG01,RG Apium inundatum-[Hydrocotylo-Baldellion],,06RG01,,,,,,,2018 nieuw,Voorheen wsl. opgevat als VVN 06Ac03 of 06Ac04,,,
06-g,RG Hypericum elodes-[Littorelletea],2018,,r06RG04,RG Hypericum elodes-[Littorelletea],,06RG04,,,,,,,2018 nieuw,Voorheen wsl. opgevat als VVN 06Ac02 of 06Ac03 Klasseoverschrijdend naar Lolio-potentillion?,,,
06-h,RG Potamogeton natans-[Littorelletea],2018,,r06RG05,RG Potamogeton natans-[Littorelletea],,06RG05,,,,,,,2018 nieuw,"Voorheen wsl. opgevat als VVN 06Ab01, 06Ac02 of 06Ad01 of als onbeschreven RG",,,
06-i,RG Lythrum portula-[Bidentetea tripartitae/Littorelletea],2018,,r30RG03,RG Lythrum portula-[Bidentetea tripartitae/Littorelletea],,29RG03,,,,,,,2018 nieuw,Voorheen wsl. als fragmentaire associatie VVN 29Aa01 opgevat,,,
06/b,DG Crassula helmsii-[Littorelletea],2018,,,,,,,,,,,,2018 nieuw,,,,
07,Montio-Cardaminetea,1998,,r07,Montio-Cardaminetea,07,,,,,KLASSE DER BRONBEEKGEMEENSCHAPPEN,Montio-Cardaminetea,Montio-Cardaminetea,,,,,
07A,Cardamino-Montion,1998,,r07Aa,Cardamino-Montion,07Aa,,,,,Verbond van Bittere veldkers en Bronkruid,Cardamino-Montion,Cardamino-Montion,,,,,
07A1,Philonotido fontanae-Montietum,1998,,r07Aa01,Philonotido fontanae-Montietum,07Aa01,,,,,Bronkruid-associatie,Philonotido fontanae-Montietum,Philonotido fontanae-Montietum,,,,,
07A1a,Philonotido fontanae-Montietum typicum,1998,,r07Aa01d,Philonotido fontanae-Montietum inops,07Aa01d,,1,,,"Bronkruid-associatie, typische subassociatie",Philonotido fontanae-Montietum typicum,Philonotido fontanae-Montietum typicum,,,,,
07A1b,Philonotido fontanae-Montietum batrachietosum,1998,,r07Aa01a,Philonotido fontanae-Montietum batrachietosum,07Aa01a,,1,,,"Bronkruid-associatie, subass Fijne waterranonkel",Philonotido fontanae-Montietum batrachietosum,Philonotido fontanae-Montietum batrachietosum,,,,,
07A1c,Philonotido fontanae-Montietum veronicetosum,1998,,r07Aa01b,Philonotido fontanae-Montietum veronicetosum,07Aa01b,,1,,,"Bronkruid-assoc., subass. v Blauwe waterereprijs",Philonotido fontanae-Montietum veronicetosum,Philonotido fontanae-Montietum veronicetosum,,,,,
07A1d,Philonotido fontanae-Montietum peplidetosum,1998,,r07Aa01c,Philonotido fontanae-Montietum peplidetosum,07Aa01c,,1,,,"Bronkruid-associatie, subassoc. v Waterpostelein",Philonotido fontanae-Montietum peplidetosum,Philonotido fontanae-Montietum peplidetosum,,,,,
07A2,Pellio epiphyllae-Chrysosplenietum oppositifolii,1998,,r07Aa02,Pellio epiphyllae-Chrysosplenietum oppositifolii,07Aa02,,,,,Associatie van Paarbladig goudveil,Pellio epiphyllae-Chrysosplenietum oppositifolii,Pellio epiphyllae-Chrysosplenietum oppositifolii,,,,,
07A2a,Pellio epiphyllae-Chrysosplenietum oppositifolii typicum,1998,,r07Aa02a,Pellio epiphyllae-Chrysosplenietum inops,07Aa02a,,1,,,"Assoc. v Paarbladig goudveil, typische subass.",Pellio-Chrysosplenietum oppositifolii typicum,Pellio epiphyllae-Chrysosplenietum oppositifolii typicum,,,,,
07A2b,Pellio epiphyllae-Chrysosplenietum cratoneuretosum,1998,,r07Aa02c,Pellio epiphyllae-Chrysosplenietum cratoneuretosum,07Aa02c,,1,,,"Ass. Paarbladig goudveil, subass Gew. diknerfmos",Pellio epiphyllae-Chrysospleni. cratoneuretosum,Pellio epiphyllae-Chrysosplenietum cratoneuretosum,,,,,
07A-a,RG Pellia epiphylla-[Cardamino-Montion],1998,,r07Aa02b,Pellio epiphyllae-Chrysosplenietum pellietosum,07Aa02b,,2,,,RG Pellia-[Vb. v Bittere veldkers en Bronkruid],RG Pellia epiphylla-[Cardamino-Montion],RG Pellia epiphylla-[Cardamino-Montion],,,,,
07A-a,RG Pellia epiphylla-[Cardamino-Montion],1998,,r07Aa03,Pellio-Conocephaletum,07Aa03,,2,,,RG Pellia-[Vb. v Bittere veldkers en Bronkruid],RG Pellia epiphylla-[Cardamino-Montion],RG Pellia epiphylla-[Cardamino-Montion],,,,,
07A-a,RG Pellia epiphylla-[Cardamino-Montion],1998,,r07Aa03a,Pellio-Conocephaletum pellietosum epiphyllae,07Aa03a,,2,,,RG Pellia-[Vb. v Bittere veldkers en Bronkruid],RG Pellia epiphylla-[Cardamino-Montion],RG Pellia epiphylla-[Cardamino-Montion],,,,,
07A-a,RG Pellia epiphylla-[Cardamino-Montion],1998,,r07Aa03b,Pellio-Conocephaletum mnietosum marginati,07Aa03b,,2,,,RG Pellia-[Vb. v Bittere veldkers en Bronkruid],RG Pellia epiphylla-[Cardamino-Montion],RG Pellia epiphylla-[Cardamino-Montion],,,,,
07A-a,RG Pellia epiphylla-[Cardamino-Montion],1998,,r07Aa03c,Pellio-Conocephaletum inops,07Aa03c,,2,,,RG Pellia-[Vb. v Bittere veldkers en Bronkruid],RG Pellia epiphylla-[Cardamino-Montion],RG Pellia epiphylla-[Cardamino-Montion],,,,,
07B,Cratoneurion commutati,2018,,r07Ab,Cratoneurion commutati,,,,,,,,,2018 nieuw,,,,
07B1,Pellio endiviifoliae-Cratoneuretum commutati,2018,,r07Ab01,Pellio endiviifoliae-Cratoneuretum commutati,,,,,,,,,2018 nieuw,Voorheen wsl. als 07Aa02c opgevat.,,,
07-a,RG Cardamine amara-Cardamine flexuosa-[Montio-Cardaminetea],1998,,,,,,2,,,RG Bittere veldkers-Bosveldk.[Kl. Bronbeekgem.],RG Cardamine amara-C.flexuosa-[Montio-Card.etea],RG Cardamine amara-Cardamine flexuosa-[Montio-Cardaminetea],"voorlopig handhaven, opnamen verzamelen, bronweiden in Twente, Gelderland, N Limburg?","SBB-type is zeer heterogeen; betreft deels elzenbroekbos, wilgenstruweel, bronnen en ruigtes",Niet overgenomen in revisie VVN,,
07-b,RG Equisetum telmateia-[Montio-Cardaminetea],2002,2018,,,,,3,,,RG Reuzenpaardenstaart-[Kl. Bronbeekgemeensch.],RG Equisetum telmateia-[Montio-Cardaminetea],RG Equisetum telmateia-[Montio-Cardaminetea],2018 vervalt,verplaatst naar voedselrijke ruigten,Niet overgenomen in revisie VVN,,
08,Phragmitetea,1998,,r08,Phragmitetea,08,,,,,RIET-KLASSE,Phragmitetea,Phragmitetea,,,,,
08A,Sparganio-Glycerion,1998,,r08Aa,Sparganio-Glycerion,08Aa,,,,,Vlotgras-verbond,Sparganio-Glycerion,Sparganio-Glycerion,,,,,
08A,Sparganio-Glycerion,1998,,r08Ab,Oenanthion aquaticae,08Ab,,,,,Vlotgras-verbond,Sparganio-Glycerion,Sparganio-Glycerion,,,,,
08A1,Eleocharito palustris-Hippuridetum,1998,,r08Aa01,Eleocharito palustris-Hippuridetum,08Aa01,,3,,,Lidsteng-associatie,Eleocharito palustris-Hippuridetum,Eleocharito palustris-Hippuridetum,,,,,
08A2,Polygono-Veronicetum anagallis-aquaticae,1998,,r08Aa02,Polygono-Veronicetum anagallidis-aquaticae,08Aa02,,3,,,Associatie v Waterpeper en Blauwe waterereprijs,Polygono-Veronicetum anagallis-aquaticae,Polygono-Veronicetum anagallis-aquaticae,,,,,
08A3,Apietum nodiflori,1998,,r08Aa03,Apietum nodiflori,08Aa03,,3,,,Associatie van Groot moerasscherm,Apietum nodiflori,Apietum nodiflori,,,,,
08A4,Glycerietum plicatae,1998,,r08Aa04,Glycerietum plicatae,08Aa04,,3,,,Associatie van Stomp vlotgras,Glycerietum plicatae,Glycerietum plicatae,,,,,
08A5,Sagittario-Sparganietum,1998,,r08Ab02,Sagittario-Sparganietum,08Ab02,,,,,Associatie van Egelskop en Pijlkruid,Sagittario-Sparganietum,Sagittario-Sparganietum,,,,,
08A5a,Sagittario-Sparganietum typicum,2000,,r08Ab02,Sagittario-Sparganietum,08Ab02,,3,,,"Assoc. v Egelskop en Pijlkruid, typische subass",Sagittario-Sparganietum typicum,Sagittario-Sparganietum typicum,,,,,
08A5b,Sagittario-Sparganietum inops,2000,,r08Ab02,Sagittario-Sparganietum,08Ab02,,3,,,"Ass. v Egelskop en Pijlkruid, soortenarme subass",Sagittario-Sparganietum inops,Sagittario-Sparganietum inops,,,,,
08A5b,Sagittario-Sparganietum inops,2000,,r08RG01,RG Butomus umbellatus-Eleocharis palustris-[Oenanthion aquaticae],,08RG01,3,,,"Ass. v Egelskop en Pijlkruid, soortenarme subass",Sagittario-Sparganietum inops,Sagittario-Sparganietum inops,,Voorheen wsl. opgavat als VVN 08Ab02,,,
08A-a,RG Berula erecta-[Sparganio-Glycerion],1998,,r08RG15,RG Berula erecta-[Phragmitetea],,08RG15,3,,,RG Kleine watereppe-[Vlotgras-verbond],RG Berula erecta-[Sparganio-Glycerion],RG Berula erecta-[Sparganio-Glycerion],,,,,
08A-b,RG Oenanthe aquatica-[Sparganio-Glycerion],1998,,r08Ab01,Rorippo-Oenanthetum aquaticae,08Ab01,,4,,,RG Watertorkruid-[Vlotgras-verbond],RG Oenanthe aquatica-[Sparganio-Glycerion],RG Oenanthe aquatica-[Sparganio-Glycerion],,,,,
08A-c,RG Rorippa microphylla-[Sparganio-Glycerion],1998,,r08RG02,RG Nasturtium microphyllum-[Nasturtio-Glycerietalia],,08RG02,3,,,RG Slanke waterkers-[Vlotgras-verbond],RG Rorippa microphylla-[Sparganio-Glycerion],RG Rorippa microphylla-[Sparganio-Glycerion],,,,,
08A-d,RG Juncus articulatus-[Sparganio-Glycerion/Caricion nigrae/Lolio-Potentillion anserinae],2000,,r12RG06,RG Juncus articulatus-[Lolio-Potentillion anserinae/Phragmitetea],,,3,"08A-d,09A-b,12B-m",09A-b; 12B-m,RG Zomprus-[Vlotgr.-v./V.Zw.zegge/Zilversch.-v.],RG Juncus artic-[S-Glycerion/Caricion ni/Lo-Pot],RG Juncus articulatus-[Sparganio-Glycerion/Caricion nigrae/Lolio-Potentillion anserinae],,"Betreft r12RG06, deels mogelijk ook r30RG07",,,
08B,Phragmition australis,1998,,r08Bb,Phragmition,08Bb,,,,,Riet-verbond,Phragmition australis,Phragmition australis,,,,,
08B1,Scirpetum lacustris,1998,,r08Bb01,Scirpetum lacustris,08Bb01,,,,,Mattenbies-associatie,Scirpetum lacustris,Scirpetum lacustris,,,,,
08B1a,Scirpetum lacustris typicum,2011,,r08Bb01a,Scirpetum lacustris typicum,08Bb01a,,3,,,Mattenbies-associatie,Scirpetum lacustris,Scirpetum lacustris,,,,,
08B1b,Scirpetum lacustris sparganietosum,2011,,r08Bb01b,Scirpetum lacustris rumicetosum,08Bb01b,,3,,,Mattenbies-associatie,Scirpetum lacustris,Scirpetum lacustris,,,,,
08B1c,Scirpetum lacustris calthetosum,2011,,r08Bb01b,Scirpetum lacustris rumicetosum,08Bb01b,,3,,,Mattenbies-associatie,Scirpetum lacustris,Scirpetum lacustris,,,,,
08B2,Alismato-Scirpetum maritimi,1998,,r08Bb03,Alismato-Scirpetum maritimi,08Bb03,,,,,Associatie van Heen en Grote waterweegbree,Alismato-Scirpetum maritimi,Alismato-Scirpetum maritimi,,,,,
08B2a,Alismato-Scirpetum scirpetetosum triquetri,1998,,r08Bb03a,Alismato-Scirpetum scirpetosum triquetri,08Bb03a,,3,,,"Ass. Heen-Gr.waterweegbree, sub Driekantige bies",Alismato-Scirpetum scirpetetosum triquetri,Alismato-Scirpetum scirpetetosum triquetri,,,,,
08B2b,Alismato-Scirpetum scirpetetosum tabernaemontani,1998,,r08Bb02,Scirpetum tabernaemontani,08Bb02,,3,,,"Ass. Heen en Gr. waterweegbree, subass Ruwe bies",Alismato-Scirpetum scirpetetosum tabernaemontani,Alismato-Scirpetum scirpetetosum tabernaemontani,,,,,
08B2c,Alismato-Scirpetum calthetosum,1998,,r08Bb03b,Alismato-Scirpetum calthetosum,08Bb03b,,3,,,"Ass. Heen-Grote waterweegbree, subass. Dotterbl.",Alismato-Scirpetum calthetosum,Alismato-Scirpetum calthetosum,,,,,
08B2d,Alismato-Scirpetum rumicetosum,1998,,r08Bb03c,Alismato-Scirpetum rumicetosum,08Bb03c,,3,,,"Ass. Heen-Gr. waterweegbree, subass. Waterzuring",Alismato-Scirpetum rumicetosum,Alismato-Scirpetum rumicetosum,,,,,
08B2e,Alismato-Scirpetum inops,1998,,r08Bb03d,Alismato-Scirpetum inops,08Bb03d,,3,,,"Ass. Heen en Grote waterweegbree, srt.-arme sub.",Alismato-Scirpetum inops,Alismato-Scirpetum inops,,,,,
08B3,Typho-Phragmitetum,1998,,r08Bb04,Typho-Phragmitetum,08Bb04,,,,,Riet-associatie,Typho-Phragmitetum,Typho-Phragmitetum,,,,,
08B3a,Typho-Phragmitetum typicum,1998,,r08Bb04c,Typho-Phragmitetum typicum,08Bb04c,,3,,,"Riet-associatie, typische subassociatie",Typho-Phragmitetum typicum,Typho-Phragmitetum typicum,,,,,
08B3b,Typho-Phragmitetum calthetosum,1998,,r08Bb04b,Typho-Phragmitetum calthetosum,08Bb04b,,3,,,"Riet-associatie, subassociatie van Dotterbloem",Typho-Phragmitetum calthetosum,Typho-Phragmitetum calthetosum,,,,,
08B3d,Typho-Phragmitetum inops,2000,,r08Bb04a,Typho-Phragmitetum typhetosum angustifoliae,08Bb04a,,3,,,"Riet-associatie, soortenarme subassociatie",Typho-Phragmitetum inops,Typho-Phragmitetum inops,,inops bevat vaak en met hoge bedekking Typha angustifolia,,,
08B-a,RG Thypha angustifolia,1998,2000,,,,,,,,,RG Thypha angustifolia,,,,,,
08B3c,Typho-Phragmitetum thelypteridetosum,1998,,r08Bb04d,Typho-Phragmitetum thelypteridetosum,08Bb04d,,3,,,"Riet-associatie, subassociatie van Moerasvaren",Typho-Phragmitetum thelypteridetosum,Typho-Phragmitetum thelypteridetosum,,,,,
08B3e,Typho-Phragmitetum lychnidetosum flos cuculi,2011,,r08Bb04,Typho-Phragmitetum,08Bb04,,3,,,,,Typho-Phragmitetum lychnidetosum flos cuculi,nieuw in 2011,,,,
08B3f,Typho-Phragmitetum potentilletosum palustri,2011,,r08Bb04,Typho-Phragmitetum,08Bb04,,3,,,,,Typho-Phragmitetum potentilletosum palustri,nieuw in 2011,,,,
08B-b,RG Utricularia minor-[Phragmition australis/Caricion lasiocarpae],1998,,,,,,2,"08B-b,09B-a",09B-a,RG Klein blaasjeskruid-[Riet-vb./Vb.Draadzegge],RG Utricularia minor-[Phragmition/Caricion lasi],RG Utricularia minor-[Phragmition australis/Caricion lasiocarpae],later onderzoeken,"De SBB-romp bevat deels opnamen die gerekend moeten worden tot het Cicuto-Caricetum pseudocyperi. Een klein deel betreft nieuwe RG in laagveen-verlanding, maar er zijn weinig opnames en het betreft vaak een micro-gemeenschap.",Niet overgenomen in revisie VVN,,
08C,Magnocaricion,1998,,r08Bc,Caricion gracilis,08Bc,,,,,Verbond der grote Zeggen,Magnocaricion,Magnocaricion,,,,,
08C,Magnocaricion,1998,,r08Bd,Caricion elatae,08Bd,,,,,Verbond der grote Zeggen,Magnocaricion,Magnocaricion,,,,,
08C,Magnocaricion,1998,,r08Ba,Cicution virosae,08Ba,,,,,Verbond der grote Zeggen,Magnocaricion,Magnocaricion,,,,,
08C1,Cicuto-Caricetum pseudocyperi,1998,,r08Ba02,Cicuto-Caricetum pseudocyperi,08Ba02,,,,,Associatie v Waterscheerling en Hoge cyperzegge,Cicuto-Caricetum pseudocyperi,Cicuto-Caricetum pseudocyperi,,,,,
08C1a,Cicuto-Caricetum typicum,1998,,r08Ba02a,Cicuto-Caricetum typicum,08Ba02a,,3,,,"Ass. Waterscheerling-Hoge cyperzegge, typ subass",Cicuto-Caricetum typicum,Cicuto-Caricetum typicum,,,,,
08C1b,Cicuto-Caricetum calletosum,1998,,r08Ba01,Cicuto-Calletum,08Ba01,,1,,,"Ass. Waterscheerl.-H.cyperzeg., sub Slangewortel",Cicuto-Caricetum calletosum,Cicuto-Caricetum calletosum,,,,,
08C1c,Cicuto-Caricetum thelypteridetosum,1998,,r08Ba02,Cicuto-Caricetum pseudocyperi,08Ba02,,3,,,"Ass. Waterscheerl.-H.cyperzegge, sub Moerasvaren",Cicuto-Caricetum thelypteridetosum,Cicuto-Caricetum thelypteridetosum,,,,,
08C1d,Cicuto-Caricetum menyanthetosum,1998,,r08Ba02b,Cicuto-Caricetum menyanthetosum,08Ba02b,,1,,,"Ass. Waterscheerl.-H.cyperzeg., sub Waterdriebl.",Cicuto-Caricetum menyanthetosum,Cicuto-Caricetum menyanthetosum,,,,,
08C2,Caricetum gracilis,1998,,r08Bc02,Caricetum gracilis,08Bc02,,,,,Associatie van Scherpe zegge,Caricetum gracilis,Caricetum gracilis,,,,,
08C2c,Caricetum gracilis inops,2000,,r08Bc02,Caricetum gracilis typicum,08Bc02a,,3,,,"Associatie v Scherpe zegge, soortenarme subass.",Caricetum gracilis inops,Caricetum gracilis inops,,,,,
08C2a,Caricetum gracilis typicum,2000,,r08Bc02a,Caricetum gracilis typicum,08Bc02a,,3,,,"Associatie v Scherpe zegge, typische subassoc.",Caricetum gracilis typicum,Caricetum gracilis typicum,,,,,
08C2b,Caricetum gracilis potentilletosum palustri,1998,,r08Bc02b,Caricetum gracilis comaretosum,08Bc02b,,1,,,"Assoc. v Scherpe zegge, subass. v Wateraardbei",Caricetum gracilis potentilletosum palustri,Caricetum gracilis potentilletosum palustri,,,,,
08C3,Caricetum vesicariae,1998,,r08Bc03,Caricetum vesicariae,08Bc03,,1,,,Associatie van Blaaszegge,Caricetum vesicariae,Caricetum vesicariae,,,,,
08C4,Lysimachio-Caricetum aquatilis,1998,,r08Bc04,Lysimachio-Caricetum aquatilis,08Bc04,,,,,Associatie van Noordse zegge,Lysimachio-Caricetum aquatilis,Lysimachio-Caricetum aquatilis,,,,,
08C4a,Lysimachio-Caricetum aquatilis typicum,1998,,r08Bc04,Lysimachio-Caricetum aquatilis,08Bc04,,1,,,"Associatie v Noordse zegge, typische subassoc.",Lysimachio-Caricetum aquatilis typicum,Lysimachio-Caricetum aquatilis typicum,,,,,
08C4b,Lysimachio-Caricetum aquatilis potentilletosum palustri,1998,,r08Bc04,Lysimachio-Caricetum aquatilis,08Bc04,,1,,,"Assoc. v Noordse zegge, subass. v Wateraardbei",Lysimachio-Caricetum aquat. potentilletosum pal.,Lysimachio-Caricetum aquatilis potentilletosum palustri,,,,,
08C5,Cladietum marisci,1998,,r08Bd01,Cladietum marisci,08Bd01,,,,,Galigaan-associatie,Cladietum marisci,Cladietum marisci,,,,,
08C5a,Cladietum marisci typicum,1998,,r08Bd01,Cladietum marisci,08Bd01,,1,,,"Galigaan-associatie, typische subassociatie",Cladietum marisci typicum,Cladietum marisci typicum,,,,,
08C5b,Cladietum marisci inops,1998,,r08Bd01,Cladietum marisci,08Bd01,,3,,,"Galigaan-associatie, verarmde subassociatie",Cladietum marisci inops,Cladietum marisci inops,,,,,
08C5c,Cladietum marisci thelypteridetosum,2003,,r08Bd01,Cladietum marisci,08Bd01,,1,,,"Galigaan-associatie, subass. v. Moerasvaren",Cladietum marisci thelypteridetosum,Cladietum marisci thelypteridetosum,,,,,
08C5d,Cladietum marisci potentilletosum palustri,2003,,r08Bd01,Cladietum marisci,08Bd01,,1,,,"Galigaan-associatie, subass. v. Wateraardbei",Cladietum marisci potentilletosum palustri,Cladietum marisci potentilletosum palustri,,,,,
08C6,Caricetum elatae,1998,,r08Bd03,Caricetum elatae,08Bd03,,,,,Associatie van Stijve zegge,Caricetum elatae,Caricetum elatae,,,,,
08C6a,Caricetum elatae thelypteridetosum,2000,,r08Bd03,Caricetum elatae,08Bd03,,1,,,"Associatie v Stijve zegge, subass. v Moerasvaren",Caricetum elatae thelypteridetosum,Caricetum elatae thelypteridetosum,,,,,
08C6b,Caricetum elatae inops,1998,,r08Bd03,Caricetum elatae,08Bd03,,3,,,"Associatie v Stijve zegge, soortenarme subassoc.",Caricetum elatae inops,Caricetum elatae inops,,,,,
08C6c,Caricetum elatae typicum,2000,,r08Bd03,Caricetum elatae,08Bd03,,1,,,"Associatie v Stijve zegge, typische subassoc.",Caricetum elatae typicum,Caricetum elatae typicum,,,,,
08C-a,RG Carex riparia-[Magnocaricion],1998,,r08Bc01,Caricetum ripariae,08Bc01,,3,,,RG Oeverzegge-[Verbond der grote Zeggen],RG Carex riparia-[Magnocaricion],RG Carex riparia-[Magnocaricion],,,,,
08C-b,RG Carex acutiformis-[Magnocaricion],1998,,r08RG05,RG Carex acutiformis-[Phragmitetalia],08RG08,08RG05,3,,,RG Moeraszegge-[Verbond der grote Zeggen],RG Carex acutiformis-[Magnocaricion],RG Carex acutiformis-[Magnocaricion],,,,,
08C-c,RG Carex paniculata-[Magnocaricion],1998,,r08Bd02,Caricetum paniculatae,08Bd02,,3,,,RG Pluimzegge-[Verbond der grote Zeggen],RG Carex paniculata-[Magnocaricion],RG Carex paniculata-[Magnocaricion],,,,,
08C-d,RG Carex disticha-[Magnocaricion],1998,,r08RG16,RG Carex disticha-[Phragmitetea],,08RG16,3,,,RG Tweerijige zegge-[Verbond der grote Zeggen],RG Carex disticha-[Magnocaricion],RG Carex disticha-[Magnocaricion],,,,,
08C-e,RG Juncus subnodulosus-[Magnocaricion/Parvocaricetea],1998,,r08RG07,RG Juncus subnodulosus-Lysimachia thyrsiflora-[Phragmitetalia/Caricion lasiocarpae],08RG07,08RG07,3,"08C-e,09-j",09-j,RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen],RG Juncus subnodulosus-[Magnocaricion/Parvocar.],RG Juncus subnodulosus-[Magnocaricion/Parvocaricetea],,,,,
08C-f,RG Calamagrostis canescens-[Magnocaricion],2000,,r33RG10,RG Calamagrostis canescens-[Filipenduletalia/Molinietalia],,,3,,,RG Hennegras-[Verbond der grote Zeggen],RG Calamagrostis canescens-[Magnocaricion],RG Calamagrostis canescens-[Magnocaricion],,Overlapt met (soortenarm) deel van r33RG10,,,
08-a,RG Glyceria maxima-[Phragmitetea],1998,,r08RG08,RG Glyceria maxima-[Phragmitetea],08RG01,08RG08,5,,,RG Liesgras-[Riet-klasse],RG Glyceria maxima-[Phragmitetea],RG Glyceria maxima-[Phragmitetea],,,,,
08-b,RG Phalaris arundinacea-[Phragmitetea],1998,,r08RG06,RG Phalaris arundinacea-[Phragmitetalia],08RG09,08RG06,5,,,RG Rietgras-[Riet-klasse],RG Phalaris arundinacea-[Phragmitetea],RG Phalaris arundinacea-[Phragmitetea],,,,,
08-c,RG Rorippa amphibia-[Phragmitetea],1998,,r08RG09,RG Rorippa amphibia-[Phragmitetea],08RG02,08RG09,5,,,RG Gele waterkers-[Riet-klasse],RG Rorippa amphibia-[Phragmitetea],RG Rorippa amphibia-[Phragmitetea],,,,,
08-d,RG Typha latifolia-[Phragmitetea],1998,,r08RG10,RG Typha latifolia-[Phragmitetea],08RG03,08RG10,5,,,RG Grote Lisdodde-[Riet-klasse],RG Typha latifolia-[Phragmitetea],RG Typha latifolia-[Phragmitetea],,,,,
08-e,RG Acorus calamus-[Phragmitetea],1998,,r08RG14,RG Acorus calamus-[Phragmitetea],08RG04,08RG14,5,,,RG Kalmoes-[Riet-klasse],RG Acorus calamus-[Phragmitetea],RG Acorus calamus-[Phragmitetea],,,,,
08-f,RG Phragmites australis-[Phragmitetea],1998,,r08Bb04c,Typho-Phragmitetum typicum,08Bb04c,,5,,,RG Riet-[Riet-klasse],RG Phragmites australis-[Phragmitetea],RG Phragmites australis-[Phragmitetea],,,,,
08-g,RG Eleocharis palustris subsp. palustris-[Phragmitetea/Lolio-Potentillion anserinae],1998,,r12RG05,RG Eleocharis palustris-[Lolio-Potentillion anserinae/Nasturtio-Glycerietalia],,,4,"08-g,09-l,12B-h",09-l; 12B-h,RG Gewone waterbies-[Riet-kl./Zilverschoon-vrb.],RG Eleocharis palustris-[Phragmitetea/Lo-Potent],RG Eleocharis palustris-[Phragmitetea/Parvocaricetea/Lolio-Potentillion anserinae],,,,,
08-h,RG Sparganium erectum-[Phragmitetea],1998,,r08RG12,RG Sparganium erectum-[Phragmitetea],,08RG12,3,,,RG Grote egelskop-[Riet-klasse],RG Sparganium erectum-[Phragmitetea],RG Sparganium erectum-[Phragmitetea],,,,,
08-i,RG Glyceria fluitans-[Phragmitetea/Lolio-Potentillion anserinae],1998,,r08RG03,RG Glyceria fluitans-[Nasturtio-Glycerietalia],08RG05,08RG03,5,"08-i,12B-k",12B-k,RG Mannagras-[Riet-klasse/Zilverschoon-verbond],RG Glyceria fluitans-[Phragmitetea/Lol-Potentil],RG Glyceria fluitans-[Phragmitetea/Lolio-Potentillion anserinae],,,,,
08-j,RG Thelypteris palustris-[Phragmitetea],2000,,r08Bb04d,Typho-Phragmitetum thelypteridetosum,08Bb04d,,3,,,RG Moerasvaren-[Riet-klasse],RG Thelypteris palustris-[Phragmitetea],RG Thelypteris palustris-[Phragmitetea],,SBB 08-j betreft vorm met weinig riet,,,
